order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,status,product_id,product_category_name,product_weight_g,price,freight_value
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,13.0,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,Active,08574b074924071f4e201e151b152b4e,ferramentas_jardim,9000.0,99.0,30.53
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,13.0,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,Active,08574b074924071f4e201e151b152b4e,ferramentas_jardim,9000.0,99.0,30.53
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,6.0,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,Active,f7e0fa615b386bc9a8b9eb52bc1fff76,informatica_acessorios,325.0,98.0,16.13
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,12.0,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,Active,72a97c271b2e429974398f46b93ae530,perfumaria,450.0,31.9,18.23
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,5.0,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,Active,10adb53d8faa890ca7c2f0cbcb68d777,cama_mesa_banho,200.0,19.9,12.8
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,11.0,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP,Active,72d3bf1d3a790f8874096fcf860e3eff,brinquedos,583.0,38.25,16.11
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,14.0,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,Active,009c09f439988bc06a93d6b8186dce73,perfumaria,150.0,132.4,14.05
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,17.0,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ,Active,638bbb2a5e4f360b71f332ddfebfd672,construcao_ferramentas_construcao,20850.0,1299.0,77.45
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,13.0,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,Active,a47295965bd091207681b541b26e40a5,telefonia,300.0,27.99,15.1
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,7.0,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,Active,cce679660c66e6fbd5c8091dfd29e9cd,cama_mesa_banho,250.0,17.9,11.85
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,13.0,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,Active,c35498fbb4358837ae16850f50c3fd22,telefonia,325.0,76.0,16.97
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,21.0,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,Active,5ac9d9e379c606e36a8094a6046f75dc,beleza_saude,525.0,109.9,8.96
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,4.0,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,Active,2b4609f8948be18874494203496bc318,beleza_saude,250.0,79.99,8.91
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,5.0,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,Active,6893767814d1ac82a81bcd365e1cc918,eletronicos,200.0,9.5,7.78
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,18.0,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,Active,bb7181410b4e02f93f3697f765db53c7,bebes,14950.0,129.99,57.58
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,4.0,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,Active,e99d69efe684efaa643f99805f7c81bc,papelaria,600.0,89.9,14.21
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,29.0,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,Active,7b717060aa783eb7f23a747a3a733dd7,cool_stuff,500.0,109.9,15.53
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,13.0,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,Active,d70f38e7f79c630f8ea00c993897042c,bebes,10950.0,90.9,48.64
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,13.0,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,Active,9451e630d725c4bb7a5a206b48b99486,bebes,350.0,39.5,48.64
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,10.0,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,Active,00baba5b58e274d0332a0c8a0a66f877,perfumaria,200.0,47.9,12.79
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,14.0,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,Active,ba74c6b75d2ad7503175809688d5a03c,relogios_presentes,292.0,178.99,13.69
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,30.0,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,Active,c0db539123a403f670c50237d970b215,ferramentas_jardim,850.0,30.1,33.24
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,8.0,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,Active,cafd558df4c3c9d1c338ba6930ea9a62,bebes,16450.0,279.0,34.19
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,19.0,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,Active,2d8f2be4f08788ee3bf5356af2b2ee6c,climatizacao,100.0,186.9,38.0
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,22.0,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,Active,6b64362e89896be7589621df54be089e,moveis_decoracao,3000.0,49.0,14.1
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,18.0,a2649503b92028291f011a976619b322,26572,mesquita,RJ,Active,39a9942865c056ed2006a5e8c11d9537,brinquedos,800.0,84.9,15.35
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,2.0,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,Active,c6c1f263e076bd9c1f1640250a5d0c29,perfumaria,425.0,179.0,9.41
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,30.0,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,Active,bff2010b28e8fbcff5a9db9d3fea5ac4,ferramentas_jardim,850.0,78.0,28.95
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,20.0,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,Active,9b37a918bcf2c8e1064e867cf1df4637,eletronicos,1207.0,39.9,26.89
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,8.0,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP,Active,0cd9f302c8a5b076ffa5c3567c6705fd,informatica_acessorios,200.0,27.9,15.1
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,17.0,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE,Active,c7df652246ed7b3300aaf46960c141e4,beleza_saude,683.0,445.0,63.17
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,10.0,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP,Active,9a469eaf45dfbc43d39ba1977a3c07af,cama_mesa_banho,700.0,36.9,12.79
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,12.0,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ,Active,8c591ab0ca519558779df02023177f44,ferramentas_jardim,6050.0,119.99,34.2
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,34.0,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,Active,be021417a6acb56b9b50d3fd2714baa8,utilidades_domesticas,14300.0,339.0,17.12
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,8.0,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,Active,cd935d283d47f1050c505e1c39c48b67,esporte_lazer,281.0,69.9,25.77
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,2018-08-04 23:25:30,2018-08-04 23:35:13,2018-08-06 15:03:00,2018-08-13 23:34:42,2018-09-13,9.0,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA,Active,f410090aec61f7c73748ca894286edcd,papelaria,450.0,99.0,22.62
ee64d42b8cf066f35eac1cf57de1aa85,caded193e8e47b8362864762a83db3c5,shipped,2018-06-04 16:44:48,2018-06-05 04:31:18,2018-06-05 14:32:00,2018-02-27 04:31:10,2018-06-28,-98.0,08fb46d35bb3ab4037202c23592d1259,13215,jundiai,SP,Active,c50ca07e9e4db9ea5011f06802c0aea0,beleza_saude,125.0,14.49,7.87
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09,11.0,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,Active,e251ebd2858be1aa7d9b2087a6992580,ferramentas_jardim,8875.0,139.0,14.72
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12,11.0,c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA,Active,ba4bfbf74dbe7ab37e263b9326da0523,esporte_lazer,650.0,36.9,17.92
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17 16:59:11,2018-05-18 01:17:39,2018-05-18 13:02:00,2018-05-21 15:22:11,2018-05-25,4.0,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP,Active,aca2eb7d00ea1a7b8ebd4e68314663af,moveis_decoracao,2600.0,69.9,12.43
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,2018-07-29 11:24:17,2018-07-29 11:44:19,2018-07-30 13:47:00,2018-08-02 22:09:11,2018-08-13,4.0,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS,Active,1deda1acffb44ed38494667d7e49a9f3,esporte_lazer,1150.0,33.9,18.34
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09 20:19:05,2017-08-11 04:15:29,2017-08-11 17:52:32,2017-08-16 17:16:44,2017-08-31,7.0,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP,Active,f35927953ed82e19d06ad3aac2f06353,livros_interesse_geral,450.0,115.0,15.56
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23,13.0,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP,Active,304fad8dc4d2012dc4062839972f2d96,construcao_ferramentas_construcao,1700.0,39.47,13.37
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,2018-06-26 13:42:52,2018-06-27 08:35:32,2018-06-27 13:20:00,2018-07-03 18:37:46,2018-07-20,7.0,db979bdfe0bbba29ecd3df3f6c50bea2,87711,paranavai,PR,Active,1501b0033c68a37fa9560033a440e529,eletroportateis,410.0,53.44,18.47
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-26 14:55:10,2018-07-27 12:04:00,2018-07-31 22:26:55,2018-08-16,5.0,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS,Active,f48eb5c2fde13ca63664f0bb05f55346,esporte_lazer,100.0,60.0,15.52
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-26 14:55:10,2018-07-27 12:04:00,2018-07-31 22:26:55,2018-08-16,5.0,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS,Active,f48eb5c2fde13ca63664f0bb05f55346,esporte_lazer,100.0,60.0,15.52
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16,20.0,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ,Active,60184212dae4e6b0da32bf54271a8c4a,relogios_presentes,394.0,369.0,17.33
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31 08:15:24,2017-08-31 08:30:17,2017-08-31 20:06:14,2017-09-04 20:59:55,2017-09-20,5.0,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP,Active,9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,950.0,38.4,11.85
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16,8.0,7cfba6e55439cae3fd2479d62fafe67f,22240,rio de janeiro,RJ,Active,595fac2a385ac33a80bd5114aec74eb8,perfumaria,400.0,119.9,8.78
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11 08:18:19,2018-06-11 08:31:50,2018-06-11 14:54:00,2018-06-14 21:32:21,2018-07-05,4.0,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP,Active,278b3c6462e86b4556b99989513ddf73,eletroportateis,350.0,29.99,13.47
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02,25.0,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE,Active,b37b72d5a56f887725c2862184b8cab8,telefonia,150.0,22.99,22.85
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02,25.0,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE,Active,b37b72d5a56f887725c2862184b8cab8,telefonia,150.0,22.99,22.85
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-22 14:03:09,2017-04-06 13:37:16,2017-03-30,24.0,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP,Active,ebd7c847c1e1cb69ec374ae0ebee1f4c,moveis_decoracao,1200.0,84.9,14.36
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06,6.0,c63e44efa43f3947087aee96b388d949,4658,sao paulo,SP,Active,30469bb5ea377eae7121981e2f0778e4,esporte_lazer,5950.0,113.0,28.15
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30 22:02:15,2017-12-02 02:51:18,2017-12-04 22:07:01,2017-12-05 20:28:40,2017-12-18,5.0,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP,Active,15a9e834e89eab39d973492882c658d6,cama_mesa_banho,949.0,79.9,11.76
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,2018-08-05 13:09:48,2018-08-05 13:24:34,2018-08-06 13:41:00,2018-08-10 18:35:40,2018-08-15,5.0,da45a9a1df408c39f013b9b0b505042c,70680,brasilia,DF,Active,4ce99ff9dcb7821acd8e599d5d4a6531,esporte_lazer,450.0,39.9,13.76
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05,7.0,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ,Active,12087840651e83b48206b82c213b76fd,esporte_lazer,1813.0,299.0,18.34
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19 20:31:09,2018-02-21 06:15:25,2018-02-22 21:04:23,2018-03-09 22:22:25,2018-03-13,18.0,9c9cef121cb812cb301babddc2d8331e,38067,uberaba,MG,Active,89321f94e35fc6d7903d36f74e351d40,alimentos,150.0,27.9,15.1
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15,2.0,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG,Active,db56f6d2b04c89eae4daba188842fd7b,malas_acessorios,12450.0,199.0,3.12
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15,2.0,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG,Active,d1c427060a0f73f6b889a5c7c61f2ac4,informatica_acessorios,6550.0,119.0,24.97
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-07 21:51:28,2018-01-10 21:56:09,2018-01-17 20:26:31,2018-02-14,10.0,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA,Active,d457916b4fdc60154ed93b5dd3e6fd69,construcao_ferramentas_construcao,10000.0,329.9,82.48
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-07 21:51:28,2018-01-10 21:56:09,2018-01-17 20:26:31,2018-02-14,10.0,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA,Active,d457916b4fdc60154ed93b5dd3e6fd69,construcao_ferramentas_construcao,10000.0,329.9,82.48
